_id,table,county,product,chronic_flag,chronic_number_v2,chronic_condition,count,med_oop_member,p25th_oop_member,p75th_oop_member,med_claim_ct,p25th_claim_member,p75th_claim_member
13769,dashboard_2,Plumas,MEDICARE ADVANTAGE,,more than 1 chronic condition,Colorectal Cancer,-1,1400,1400,1400,20,20,20
13770,dashboard_2,Plumas,MEDICARE ADVANTAGE,,1 chronic condition,Combined Cancer,-1,192.1,192.1,192.1,6,6,6
13771,dashboard_2,Plumas,MEDICARE ADVANTAGE,,All,Combined Cancer,-1,192.1,0,702.5,13,6,27
13772,dashboard_2,Plumas,MEDICARE ADVANTAGE,,more than 1 chronic condition,Combined Cancer,-1,192.23,0,827.96,16.5,9.75,27
13773,dashboard_2,Plumas,MEDICARE ADVANTAGE,,1 chronic condition,COPD,-1,0,0,0,13.5,8.75,18.25
13774,dashboard_2,Plumas,MEDICARE ADVANTAGE,,All,COPD,-1,20,0,115,15,5.5,24.5
13775,dashboard_2,Plumas,MEDICARE ADVANTAGE,,more than 1 chronic condition,COPD,-1,25,0,120,15,6,25
13776,dashboard_2,Plumas,MEDICARE ADVANTAGE,,All,Dementia,-1,310,152.21,1105.8,27,20,38
13777,dashboard_2,Plumas,MEDICARE ADVANTAGE,,more than 1 chronic condition,Dementia,-1,310,152.21,1105.8,27,20,38
13778,dashboard_2,Plumas,MEDICARE ADVANTAGE,,1 chronic condition,Depression,-1,0,0,0,14,14,14
13779,dashboard_2,Plumas,MEDICARE ADVANTAGE,,All,Depression,-1,152.21,10,478.93,18,7,27
13780,dashboard_2,Plumas,MEDICARE ADVANTAGE,,more than 1 chronic condition,Depression,-1,176.1,70,546.69,21,6.75,27.25
13781,dashboard_2,Plumas,MEDICARE ADVANTAGE,,1 chronic condition,Diabetes,-1,170.15,85.07,255.23,7.5,5.75,9.25
13782,dashboard_2,Plumas,MEDICARE ADVANTAGE,,All,Diabetes,-1,5,0,252.31,11,5.5,23.5
13783,dashboard_2,Plumas,MEDICARE ADVANTAGE,,more than 1 chronic condition,Diabetes,-1,5,0,235,12,6,25
13784,dashboard_2,Plumas,MEDICARE ADVANTAGE,,1 chronic condition,Heart Failure,-1,4473.05,4473.05,4473.05,28,28,28
13785,dashboard_2,Plumas,MEDICARE ADVANTAGE,,All,Heart Failure,-1,120,15.73,977.04,22,13.5,28
13786,dashboard_2,Plumas,MEDICARE ADVANTAGE,,more than 1 chronic condition,Heart Failure,-1,114.69,13.59,688.11,21,11.25,27.25
13787,dashboard_2,Plumas,MEDICARE ADVANTAGE,,1 chronic condition,Hip/Pelvic Fracture,-1,75,75,75,4,4,4
13788,dashboard_2,Plumas,MEDICARE ADVANTAGE,,All,Hip/Pelvic Fracture,-1,37.5,18.75,56.25,17,10.5,23.5
13789,dashboard_2,Plumas,MEDICARE ADVANTAGE,,more than 1 chronic condition,Hip/Pelvic Fracture,-1,0,0,0,30,30,30
13790,dashboard_2,Plumas,MEDICARE ADVANTAGE,,1 chronic condition,Hyperlipidemia,-1,65.38,11.25,102.5,5,3,9.75
13791,dashboard_2,Plumas,MEDICARE ADVANTAGE,,All,Hyperlipidemia,-1,104.39,0,274,15,6,27
13792,dashboard_2,Plumas,MEDICARE ADVANTAGE,,more than 1 chronic condition,Hyperlipidemia,65,120,0,385,19,7,28
13793,dashboard_2,Plumas,MEDICARE ADVANTAGE,,1 chronic condition,Hypertension,-1,50,17.5,451.15,4,3,12.5
13794,dashboard_2,Plumas,MEDICARE ADVANTAGE,,All,Hypertension,-1,95,0,543.38,17.5,5,27.25
13795,dashboard_2,Plumas,MEDICARE ADVANTAGE,,more than 1 chronic condition,Hypertension,73,100,0,702.5,18,7,28
13796,dashboard_2,Plumas,MEDICARE ADVANTAGE,,All,Ischemic Heart Disease,-1,112.5,1.25,618.75,23,12.25,31.5
13797,dashboard_2,Plumas,MEDICARE ADVANTAGE,,more than 1 chronic condition,Ischemic Heart Disease,-1,112.5,1.25,618.75,23,12.25,31.5
13798,dashboard_2,Plumas,MEDICARE ADVANTAGE,,1 chronic condition,Obesity,-1,140,140,140,10,10,10
13799,dashboard_2,Plumas,MEDICARE ADVANTAGE,,All,Obesity,-1,110,51.5,215,12.5,7.25,21.75
13800,dashboard_2,Plumas,MEDICARE ADVANTAGE,,more than 1 chronic condition,Obesity,-1,100,50,240,15,7,24
13801,dashboard_2,Plumas,MEDICARE ADVANTAGE,,All,Osteoporosis,-1,10,0,750,21,9,38
13802,dashboard_2,Plumas,MEDICARE ADVANTAGE,,more than 1 chronic condition,Osteoporosis,-1,10,0,750,21,9,38
13803,dashboard_2,Plumas,MEDICARE ADVANTAGE,,1 chronic condition,Rheumatoid Arthritis,-1,60,0,100,11,4,14
13804,dashboard_2,Plumas,MEDICARE ADVANTAGE,,All,Rheumatoid Arthritis,-1,104.39,0,263.8,15,8,27
13805,dashboard_2,Plumas,MEDICARE ADVANTAGE,,more than 1 chronic condition,Rheumatoid Arthritis,38,125,0,273,18,8.25,27
13806,dashboard_2,Plumas,MEDICARE ADVANTAGE,,1 chronic condition,Stroke,-1,20,20,20,27,27,27
13807,dashboard_2,Plumas,MEDICARE ADVANTAGE,,All,Stroke,-1,1252.9,508.95,1443.8,31.5,27.75,36.75
13808,dashboard_2,Plumas,MEDICARE ADVANTAGE,,more than 1 chronic condition,Stroke,-1,1400,1105.8,1458.4,33,30,38
13809,dashboard_2,Plumas,MEDICARE FFS,,1 chronic condition,Acute Myocardial Infarction,-1,1930.57,1930.57,1930.57,10,10,10
13810,dashboard_2,Plumas,MEDICARE FFS,,All,Acute Myocardial Infarction,-1,8684,5582.77,15994.46,53,33.25,86.75
13811,dashboard_2,Plumas,MEDICARE FFS,,more than 1 chronic condition,Acute Myocardial Infarction,47,9184.98,5627.99,16253.55,54,35.5,88.5
13812,dashboard_2,Plumas,MEDICARE FFS,,All,Alzheimers Disease,49,3094.99,911.6,4536.73,29,16,45
13813,dashboard_2,Plumas,MEDICARE FFS,,more than 1 chronic condition,Alzheimers Disease,49,3094.99,911.6,4536.73,29,16,45
13814,dashboard_2,Plumas,MEDICARE FFS,,1 chronic condition,Anemia,-1,907.85,496.48,1579.18,11,7,14
13815,dashboard_2,Plumas,MEDICARE FFS,,All,Anemia,-1,4265.5,1484.12,9510.32,36,20,63
13816,dashboard_2,Plumas,MEDICARE FFS,,more than 1 chronic condition,Anemia,572,4448.84,1586.11,9617.94,38,21,63
13817,dashboard_2,Plumas,MEDICARE FFS,,1 chronic condition,Anxiety,-1,564.11,306.1,2235.29,8,3.5,22
13818,dashboard_2,Plumas,MEDICARE FFS,,All,Anxiety,-1,2093.5,802.16,5538.3,27,13,46
13819,dashboard_2,Plumas,MEDICARE FFS,,more than 1 chronic condition,Anxiety,784,2155.29,822.62,5585.84,27,14,46
13820,dashboard_2,Plumas,MEDICARE FFS,,1 chronic condition,Asthma,-1,1036.52,322.67,2065.19,12,5,15
13821,dashboard_2,Plumas,MEDICARE FFS,,All,Asthma,-1,2002.64,734.01,5525.63,28,13,47
13822,dashboard_2,Plumas,MEDICARE FFS,,more than 1 chronic condition,Asthma,286,2064.75,775.23,5748.46,29,14,48
13823,dashboard_2,Plumas,MEDICARE FFS,,1 chronic condition,Atrial Fibrillation,-1,882.87,283.79,1335.84,11.5,5.25,16.5
13824,dashboard_2,Plumas,MEDICARE FFS,,All,Atrial Fibrillation,-1,2437.08,1030.38,5781.7,28,15,46
13825,dashboard_2,Plumas,MEDICARE FFS,,more than 1 chronic condition,Atrial Fibrillation,602,2556.43,1070.65,6012.09,28,16,46
13826,dashboard_2,Plumas,MEDICARE FFS,,All,Breast Cancer,146,2718.95,890.99,6509.59,30.5,15,45.75
13827,dashboard_2,Plumas,MEDICARE FFS,,more than 1 chronic condition,Breast Cancer,146,2718.95,890.99,6509.59,30.5,15,45.75
13828,dashboard_2,Plumas,MEDICARE FFS,,1 chronic condition,Chronic Kidney Disease,-1,2880.14,1664.82,4384.63,10,6.5,21
13829,dashboard_2,Plumas,MEDICARE FFS,,All,Chronic Kidney Disease,-1,2257.62,787.54,6303.24,28,14,51
13830,dashboard_2,Plumas,MEDICARE FFS,,more than 1 chronic condition,Chronic Kidney Disease,654,2247.73,787.59,6318.47,28,14,51
13831,dashboard_2,Plumas,MEDICARE FFS,,All,Colorectal Cancer,64,3884.26,1222.33,7512.67,30.5,14.75,43.75
13832,dashboard_2,Plumas,MEDICARE FFS,,more than 1 chronic condition,Colorectal Cancer,64,3884.26,1222.33,7512.67,30.5,14.75,43.75
13833,dashboard_2,Plumas,MEDICARE FFS,,1 chronic condition,Combined Cancer,-1,897.31,250.21,3399.04,19,4,23
13834,dashboard_2,Plumas,MEDICARE FFS,,All,Combined Cancer,-1,2871.49,919.45,6656.3,29,15.25,46.75
13835,dashboard_2,Plumas,MEDICARE FFS,,more than 1 chronic condition,Combined Cancer,484,2922.87,986.2,6864.14,30,16,47
13836,dashboard_2,Plumas,MEDICARE FFS,,1 chronic condition,COPD,-1,867.45,441.23,1379.63,12,6,17
13837,dashboard_2,Plumas,MEDICARE FFS,,All,COPD,-1,2882.33,974.64,7481.28,28,16,52
13838,dashboard_2,Plumas,MEDICARE FFS,,more than 1 chronic condition,COPD,579,3165.32,1022.48,7721.03,29,16.5,53
13839,dashboard_2,Plumas,MEDICARE FFS,,1 chronic condition,Dementia,-1,449.01,443.86,4554.21,11,5,14
13840,dashboard_2,Plumas,MEDICARE FFS,,All,Dementia,-1,3618.37,1176.71,7140.56,32,15,52
13841,dashboard_2,Plumas,MEDICARE FFS,,more than 1 chronic condition,Dementia,228,3656.52,1232.64,7742.24,32.5,15,52
13842,dashboard_2,Plumas,MEDICARE FFS,,1 chronic condition,Depression,-1,775.49,299.2,2470.33,11,7,27
13843,dashboard_2,Plumas,MEDICARE FFS,,All,Depression,-1,2147.4,838.96,6441.39,29,14,46
13844,dashboard_2,Plumas,MEDICARE FFS,,more than 1 chronic condition,Depression,845,2186.09,874.04,6522.77,29,15,47
13845,dashboard_2,Plumas,MEDICARE FFS,,1 chronic condition,Diabetes,-1,564.35,225.05,1014.84,9,5,15
13846,dashboard_2,Plumas,MEDICARE FFS,,All,Diabetes,-1,1866.99,689.26,4847.81,23,12,43
13847,dashboard_2,Plumas,MEDICARE FFS,,more than 1 chronic condition,Diabetes,880,1900.97,709.04,5070.96,24,13,44
13848,dashboard_2,Plumas,MEDICARE FFS,,1 chronic condition,Heart Failure,-1,4481.55,3116.7,5846.4,23,16.5,29.5
13849,dashboard_2,Plumas,MEDICARE FFS,,All,Heart Failure,-1,4111.02,1360.55,8869.57,36,18,62
13850,dashboard_2,Plumas,MEDICARE FFS,,more than 1 chronic condition,Heart Failure,396,4111.02,1345.02,8898.96,36,18,62
13851,dashboard_2,Plumas,MEDICARE FFS,,1 chronic condition,Hip/Pelvic Fracture,-1,56.26,56.26,56.26,3,3,3
13852,dashboard_2,Plumas,MEDICARE FFS,,All,Hip/Pelvic Fracture,-1,6808.47,4515.79,11407.78,39.5,28.5,69.25
13853,dashboard_2,Plumas,MEDICARE FFS,,more than 1 chronic condition,Hip/Pelvic Fracture,55,7024.7,4643.61,11446.07,40,29,69.5
13854,dashboard_2,Plumas,MEDICARE FFS,,1 chronic condition,Hyperlipidemia,174,575.82,312.56,1087.92,10.5,5,15.75
13855,dashboard_2,Plumas,MEDICARE FFS,,All,Hyperlipidemia,2586,1376.76,553.58,3441.25,20,11,36
13856,dashboard_2,Plumas,MEDICARE FFS,,more than 1 chronic condition,Hyperlipidemia,2412,1493.15,591.81,3672.96,21,12,38
13857,dashboard_2,Plumas,MEDICARE FFS,,1 chronic condition,Hypertension,189,474.4,268.08,1244.67,8,4,15
13858,dashboard_2,Plumas,MEDICARE FFS,,All,Hypertension,2912,1425.94,557.68,3717.36,20,10,35
13859,dashboard_2,Plumas,MEDICARE FFS,,more than 1 chronic condition,Hypertension,2723,1527.04,601.15,3988.24,21,11,37
13860,dashboard_2,Plumas,MEDICARE FFS,,1 chronic condition,Ischemic Heart Disease,-1,496.89,248.44,725.57,7,4.5,7.5
13861,dashboard_2,Plumas,MEDICARE FFS,,All,Ischemic Heart Disease,-1,2772.22,987.28,6267.07,29,15,50
13862,dashboard_2,Plumas,MEDICARE FFS,,more than 1 chronic condition,Ischemic Heart Disease,624,2784.65,1029.39,6291.93,29,15,50.25
13863,dashboard_2,Plumas,MEDICARE FFS,,1 chronic condition,Obesity,-1,362.32,273.79,718.87,7.5,3,16.5
13864,dashboard_2,Plumas,MEDICARE FFS,,All,Obesity,-1,2020.8,769.83,5910.1,26,14,46
13865,dashboard_2,Plumas,MEDICARE FFS,,more than 1 chronic condition,Obesity,625,2068.38,809.02,6038.33,27,14,47
13866,dashboard_2,Plumas,MEDICARE FFS,,1 chronic condition,Osteoporosis,33,570.17,321.16,1075.14,13,8,20
13867,dashboard_2,Plumas,MEDICARE FFS,,All,Osteoporosis,449,1525.06,584.76,3654.6,22,12,39
13868,dashboard_2,Plumas,MEDICARE FFS,,more than 1 chronic condition,Osteoporosis,416,1688.55,643.94,3856.1,22.5,12,40
13869,dashboard_2,Plumas,MEDICARE FFS,,1 chronic condition,Rheumatoid Arthritis,118,991.32,410.2,2400.41,12.5,6,23.75
13870,dashboard_2,Plumas,MEDICARE FFS,,All,Rheumatoid Arthritis,1599,2037.62,827.93,4758.26,27,14,45
13871,dashboard_2,Plumas,MEDICARE FFS,,more than 1 chronic condition,Rheumatoid Arthritis,1481,2128.32,899.05,5147.9,28,15,46
13872,dashboard_2,Plumas,MEDICARE FFS,,1 chronic condition,Stroke,-1,410.09,252,1046.62,5.5,4.5,8.75
13873,dashboard_2,Plumas,MEDICARE FFS,,All,Stroke,-1,4209.43,1838.82,8548.74,36,20,60.25
13874,dashboard_2,Plumas,MEDICARE FFS,,more than 1 chronic condition,Stroke,200,4350,1874.9,8726.86,36,21,61.25
13875,dashboard_2,Riverside,All,,1 chronic condition,Acute Myocardial Infarction,31,0,0,95,15,5,22
13876,dashboard_2,Riverside,All,,All,Acute Myocardial Infarction,5786,125.63,0,2787.54,37,15,76
13877,dashboard_2,Riverside,All,,more than 1 chronic condition,Acute Myocardial Infarction,5755,130,0,2793.97,38,15,76
13878,dashboard_2,Riverside,All,,1 chronic condition,Alzheimers Disease,81,0,0,36.43,8,3.75,17
13879,dashboard_2,Riverside,All,,All,Alzheimers Disease,6146,83.4,0,989.5,22,9,46
13880,dashboard_2,Riverside,All,,more than 1 chronic condition,Alzheimers Disease,6065,90,0,1006.36,23,9,47
13881,dashboard_2,Riverside,All,,1 chronic condition,Anemia,15042,0,0,75,11,5,22
13882,dashboard_2,Riverside,All,,All,Anemia,99047,20,0,959.2,27,11,57
13883,dashboard_2,Riverside,All,,more than 1 chronic condition,Anemia,84005,50,0,1231.71,31,13,62
13884,dashboard_2,Riverside,All,,1 chronic condition,Anxiety,35565,0,0,90,10,5,20
13885,dashboard_2,Riverside,All,,All,Anxiety,186006,0,0,280,19,8,40
13886,dashboard_2,Riverside,All,,more than 1 chronic condition,Anxiety,150441,0,0,358.46,22,10,44
13887,dashboard_2,Riverside,All,,1 chronic condition,Asthma,29877,0,0,52.28,8,4,16
13888,dashboard_2,Riverside,All,,All,Asthma,87267,0,0,220,16,7,35
13889,dashboard_2,Riverside,All,,more than 1 chronic condition,Asthma,57390,3.58,0,390,23,11,45
13890,dashboard_2,Riverside,All,,1 chronic condition,Atrial Fibrillation,984,60,0,365.63,9,4,15
13891,dashboard_2,Riverside,All,,All,Atrial Fibrillation,44372,180,0,1412.47,27,11,55
13892,dashboard_2,Riverside,All,,more than 1 chronic condition,Atrial Fibrillation,43388,188.65,0,1457.16,27,11,55
13893,dashboard_2,Riverside,All,,All,Breast Cancer,18253,160,0,1040.59,24,11,46
13894,dashboard_2,Riverside,All,,more than 1 chronic condition,Breast Cancer,18253,160,0,1040.59,24,11,46
13895,dashboard_2,Riverside,All,,1 chronic condition,Chronic Kidney Disease,1428,0,0,133.18,10,5,18
13896,dashboard_2,Riverside,All,,All,Chronic Kidney Disease,89241,51.26,0,663.38,23,10,47
13897,dashboard_2,Riverside,All,,more than 1 chronic condition,Chronic Kidney Disease,87813,55,0,678.24,23,10,48
13898,dashboard_2,Riverside,All,,All,Colorectal Cancer,6164,141.49,0,1192.28,27,11,54
13899,dashboard_2,Riverside,All,,more than 1 chronic condition,Colorectal Cancer,6164,141.49,0,1192.28,27,11,54
13900,dashboard_2,Riverside,All,,1 chronic condition,Combined Cancer,2044,65,0,402.62,10,5,20
13901,dashboard_2,Riverside,All,,All,Combined Cancer,49055,165,0,1158.69,24,11,48
13902,dashboard_2,Riverside,All,,more than 1 chronic condition,Combined Cancer,47011,176.19,0,1198.52,25,11,49
13903,dashboard_2,Riverside,All,,1 chronic condition,COPD,3623,0,0,80,9,5,18
13904,dashboard_2,Riverside,All,,All,COPD,55988,35.26,0,704.79,25,10,52
13905,dashboard_2,Riverside,All,,more than 1 chronic condition,COPD,52365,50,0,776.55,26,11,54
13906,dashboard_2,Riverside,All,,1 chronic condition,Dementia,381,0,0,117.91,10,4,19
13907,dashboard_2,Riverside,All,,All,Dementia,20121,55.08,0,1024.01,24,9,52
13908,dashboard_2,Riverside,All,,more than 1 chronic condition,Dementia,19740,60,0,1063.43,24,9,53
13909,dashboard_2,Riverside,All,,1 chronic condition,Depression,28797,0,0,70,10,5,19
13910,dashboard_2,Riverside,All,,All,Depression,187644,0,0,271.9,19,8,40
13911,dashboard_2,Riverside,All,,more than 1 chronic condition,Depression,158847,0,0,329.98,22,10,43
13912,dashboard_2,Riverside,All,,1 chronic condition,Diabetes,16762,5,0,100,8,4,13
13913,dashboard_2,Riverside,All,,All,Diabetes,182793,10,0,320,16,7,34
13914,dashboard_2,Riverside,All,,more than 1 chronic condition,Diabetes,166031,12.19,0,355,18,8,37
13915,dashboard_2,Riverside,All,,1 chronic condition,Heart Failure,574,0,0,96.35,12,5,29
13916,dashboard_2,Riverside,All,,All,Heart Failure,47858,70,0,1200,30,12,62
13917,dashboard_2,Riverside,All,,more than 1 chronic condition,Heart Failure,47284,75,0,1222.76,30,12,63
13918,dashboard_2,Riverside,All,,1 chronic condition,Hip/Pelvic Fracture,421,0,0,160,15,6,26.25
13919,dashboard_2,Riverside,All,,All,Hip/Pelvic Fracture,4501,200,0,2380.73,36,14,69
13920,dashboard_2,Riverside,All,,more than 1 chronic condition,Hip/Pelvic Fracture,4080,260,0,2722.6,39,16,72
13921,dashboard_2,Riverside,All,,1 chronic condition,Hyperlipidemia,29387,16.31,0,180,9,5,15
13922,dashboard_2,Riverside,All,,All,Hyperlipidemia,321274,45,0,475.08,17,8,34
13923,dashboard_2,Riverside,All,,more than 1 chronic condition,Hyperlipidemia,291887,50,0,520,18,8,36
13924,dashboard_2,Riverside,All,,1 chronic condition,Hypertension,29390,17.53,0,160,7,4,13
13925,dashboard_2,Riverside,All,,All,Hypertension,343066,35,0,460,17,7,35
13926,dashboard_2,Riverside,All,,more than 1 chronic condition,Hypertension,313676,40,0,503.06,18,8,37
13927,dashboard_2,Riverside,All,,1 chronic condition,Ischemic Heart Disease,703,15,0,240,7,3,12.5
13928,dashboard_2,Riverside,All,,All,Ischemic Heart Disease,64008,167.8,0,1412.47,27,11,54
13929,dashboard_2,Riverside,All,,more than 1 chronic condition,Ischemic Heart Disease,63305,170.97,0,1436.2,27,11,54
13930,dashboard_2,Riverside,All,,1 chronic condition,Obesity,38444,0,0,70,9,4,16
13931,dashboard_2,Riverside,All,,All,Obesity,205944,0,0,245,16,7,33
13932,dashboard_2,Riverside,All,,more than 1 chronic condition,Obesity,167500,0,0,300,19,8,37
13933,dashboard_2,Riverside,All,,1 chronic condition,Osteoporosis,2057,40,0,284.63,10,6,17
13934,dashboard_2,Riverside,All,,All,Osteoporosis,41363,120,0,883.66,23,11,44
13935,dashboard_2,Riverside,All,,more than 1 chronic condition,Osteoporosis,39306,120,0,935.37,24,11,46
13936,dashboard_2,Riverside,All,,1 chronic condition,Rheumatoid Arthritis,16253,75,0,375,12,6,21
13937,dashboard_2,Riverside,All,,All,Rheumatoid Arthritis,158841,100,0,800,24,11,45
13938,dashboard_2,Riverside,All,,more than 1 chronic condition,Rheumatoid Arthritis,142588,105.65,0,873.04,26,12,48
13939,dashboard_2,Riverside,All,,1 chronic condition,Stroke,1093,0,0,155,12,5,23
13940,dashboard_2,Riverside,All,,All,Stroke,22577,103.44,0,1514.43,33,14,65
13941,dashboard_2,Riverside,All,,more than 1 chronic condition,Stroke,21484,120,0,1590.08,34,15,67
13942,dashboard_2,Riverside,"All, Excluding Medi-Cal",,1 chronic condition,Acute Myocardial Infarction,-1,200,75,585,14,6,22
13943,dashboard_2,Riverside,"All, Excluding Medi-Cal",,All,Acute Myocardial Infarction,-1,1293.98,109.5,4483.68,36,13,71
13944,dashboard_2,Riverside,"All, Excluding Medi-Cal",,more than 1 chronic condition,Acute Myocardial Infarction,4500,1301.87,110,4485.63,36,13,72
13945,dashboard_2,Riverside,"All, Excluding Medi-Cal",,1 chronic condition,Alzheimers Disease,62,0,0,153.27,6,2,12
13946,dashboard_2,Riverside,"All, Excluding Medi-Cal",,All,Alzheimers Disease,5799,351.2,0,1769.65,20,8,44
13947,dashboard_2,Riverside,"All, Excluding Medi-Cal",,more than 1 chronic condition,Alzheimers Disease,5737,363.1,0,1812.53,20,8,45
13948,dashboard_2,Riverside,"All, Excluding Medi-Cal",,1 chronic condition,Anemia,6704,120,22.26,505.92,10,5,19
13949,dashboard_2,Riverside,"All, Excluding Medi-Cal",,All,Anemia,68270,511.29,57.72,2526.73,27,10,56
13950,dashboard_2,Riverside,"All, Excluding Medi-Cal",,more than 1 chronic condition,Anemia,61566,603.81,69.57,2786.56,30,12,60
13951,dashboard_2,Riverside,"All, Excluding Medi-Cal",,1 chronic condition,Anxiety,19004,80,20,298.89,9,4,16
13952,dashboard_2,Riverside,"All, Excluding Medi-Cal",,All,Anxiety,110499,210,30,910.64,16,7,34
13953,dashboard_2,Riverside,"All, Excluding Medi-Cal",,more than 1 chronic condition,Anxiety,91495,260,40,1100,19,8,38
13954,dashboard_2,Riverside,"All, Excluding Medi-Cal",,1 chronic condition,Asthma,13858,70,20,240.79,7,4,13
13955,dashboard_2,Riverside,"All, Excluding Medi-Cal",,All,Asthma,51303,160,30,772.26,15,6,33
13956,dashboard_2,Riverside,"All, Excluding Medi-Cal",,more than 1 chronic condition,Asthma,37445,240,40,1096.85,21,9,40
13957,dashboard_2,Riverside,"All, Excluding Medi-Cal",,1 chronic condition,Atrial Fibrillation,855,110,0,445.24,9,4,15
13958,dashboard_2,Riverside,"All, Excluding Medi-Cal",,All,Atrial Fibrillation,40306,407.09,26.9,2038.99,26,10,52
13959,dashboard_2,Riverside,"All, Excluding Medi-Cal",,more than 1 chronic condition,Atrial Fibrillation,39451,420,30,2091.44,27,11,53
13960,dashboard_2,Riverside,"All, Excluding Medi-Cal",,All,Breast Cancer,15978,350,45,1453.94,23,11,44
13961,dashboard_2,Riverside,"All, Excluding Medi-Cal",,more than 1 chronic condition,Breast Cancer,15978,350,45,1453.94,23,11,44
13962,dashboard_2,Riverside,"All, Excluding Medi-Cal",,1 chronic condition,Chronic Kidney Disease,984,67.5,0,278.5,9,4,15
13963,dashboard_2,Riverside,"All, Excluding Medi-Cal",,All,Chronic Kidney Disease,77520,214.9,0,1139.96,21,9,43
13964,dashboard_2,Riverside,"All, Excluding Medi-Cal",,more than 1 chronic condition,Chronic Kidney Disease,76536,220,0,1161.82,21,9,44
13965,dashboard_2,Riverside,"All, Excluding Medi-Cal",,All,Colorectal Cancer,5227,409.97,40,1949.84,24,10,49.75
13966,dashboard_2,Riverside,"All, Excluding Medi-Cal",,more than 1 chronic condition,Colorectal Cancer,5227,409.97,40,1949.84,24,10,49.75
13967,dashboard_2,Riverside,"All, Excluding Medi-Cal",,1 chronic condition,Combined Cancer,1746,125,15,546.5,10,5,19
13968,dashboard_2,Riverside,"All, Excluding Medi-Cal",,All,Combined Cancer,43349,363.65,40,1621.65,24,10,46
13969,dashboard_2,Riverside,"All, Excluding Medi-Cal",,more than 1 chronic condition,Combined Cancer,41603,380.71,40,1677.98,24,11,47
13970,dashboard_2,Riverside,"All, Excluding Medi-Cal",,1 chronic condition,COPD,1910,75,0,285.25,8,4,14
13971,dashboard_2,Riverside,"All, Excluding Medi-Cal",,All,COPD,45315,272.53,4.42,1475.2,23,8,48
13972,dashboard_2,Riverside,"All, Excluding Medi-Cal",,more than 1 chronic condition,COPD,43405,292.11,5,1556,24,9,50
13973,dashboard_2,Riverside,"All, Excluding Medi-Cal",,1 chronic condition,Dementia,288,15,0,280.31,7,3,13
13974,dashboard_2,Riverside,"All, Excluding Medi-Cal",,All,Dementia,18366,345,0,1968.03,21,7,49
13975,dashboard_2,Riverside,"All, Excluding Medi-Cal",,more than 1 chronic condition,Dementia,18078,358.71,0,2013.86,22,8,50
13976,dashboard_2,Riverside,"All, Excluding Medi-Cal",,1 chronic condition,Depression,15245,70,10,255,8,4,15
13977,dashboard_2,Riverside,"All, Excluding Medi-Cal",,All,Depression,117456,180,20,805.83,17,7,34
13978,dashboard_2,Riverside,"All, Excluding Medi-Cal",,more than 1 chronic condition,Depression,102211,210,20,938.81,19,8,37
13979,dashboard_2,Riverside,"All, Excluding Medi-Cal",,1 chronic condition,Diabetes,11883,50,0,194.84,7,4,12
13980,dashboard_2,Riverside,"All, Excluding Medi-Cal",,All,Diabetes,137295,142.21,5,670.17,15,6,31
13981,dashboard_2,Riverside,"All, Excluding Medi-Cal",,more than 1 chronic condition,Diabetes,125412,155,5,739.71,16,7,33
13982,dashboard_2,Riverside,"All, Excluding Medi-Cal",,1 chronic condition,Heart Failure,287,100,0,453.64,7,3.75,16
13983,dashboard_2,Riverside,"All, Excluding Medi-Cal",,All,Heart Failure,39131,436,25,2449.67,28,10,59
13984,dashboard_2,Riverside,"All, Excluding Medi-Cal",,more than 1 chronic condition,Heart Failure,38844,440,25,2472.27,29,10,59
13985,dashboard_2,Riverside,"All, Excluding Medi-Cal",,1 chronic condition,Hip/Pelvic Fracture,186,205,43.83,790.27,11,4,20.25
13986,dashboard_2,Riverside,"All, Excluding Medi-Cal",,All,Hip/Pelvic Fracture,3625,762.63,100,3735.59,37,13,69
13987,dashboard_2,Riverside,"All, Excluding Medi-Cal",,more than 1 chronic condition,Hip/Pelvic Fracture,3439,825,108.8,3943.77,39,15,71
13988,dashboard_2,Riverside,"All, Excluding Medi-Cal",,1 chronic condition,Hyperlipidemia,20982,85,10,311.77,8,4,14
13989,dashboard_2,Riverside,"All, Excluding Medi-Cal",,All,Hyperlipidemia,255527,190,12.34,810.67,15,7,31
13990,dashboard_2,Riverside,"All, Excluding Medi-Cal",,more than 1 chronic condition,Hyperlipidemia,234545,206.13,15,881.38,17,7,33
13991,dashboard_2,Riverside,"All, Excluding Medi-Cal",,1 chronic condition,Hypertension,21501,75,10,276.44,7,3,12
13992,dashboard_2,Riverside,"All, Excluding Medi-Cal",,All,Hypertension,269567,190,10,828.49,15,7,32
13993,dashboard_2,Riverside,"All, Excluding Medi-Cal",,more than 1 chronic condition,Hypertension,248066,210,10,904.06,16,7,34
13994,dashboard_2,Riverside,"All, Excluding Medi-Cal",,1 chronic condition,Ischemic Heart Disease,546,80.64,0,331.4,7,3,12
13995,dashboard_2,Riverside,"All, Excluding Medi-Cal",,All,Ischemic Heart Disease,56025,475.45,40,2176.91,26,10,52
13996,dashboard_2,Riverside,"All, Excluding Medi-Cal",,more than 1 chronic condition,Ischemic Heart Disease,55479,485.34,41.21,2203.98,26,11,52
13997,dashboard_2,Riverside,"All, Excluding Medi-Cal",,1 chronic condition,Obesity,17992,90,20,290.45,7,4,13
